Aar;VdrNr;Vassdrag;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg
2023;212.Z;Altavassdraget;1462;1882;6009;647;416;595;204;349;4752;90;74;433
2024;212.Z;Altavassdraget;956;1063;3757;448;267;367;311;266;3232;145;70;300
1993;213.1Z;Lakselva i Kviby;70;14;7;41;4;1;0;0;0;0;0;0
1994;213.1Z;Lakselva i Kviby;23;7;0;13;1;0;0;0;0;0;0;0
1995;213.1Z;Lakselva i Kviby;73;8;14;44;2;1;0;0;0;0;0;0
1996;213.1Z;Lakselva i Kviby;112;9;0;66;2;0;0;0;0;0;0;0
1997;213.1Z;Lakselva i Kviby;92;7;9;59;2;1;0;0;0;0;0;0
1998;213.1Z;Lakselva i Kviby;58;11;0;36;2;0;0;0;0;0;0;0
1999;213.1Z;Lakselva i Kviby;7;5;0;4;1;0;0;0;0;0;0;0
2000;213.1Z;Lakselva i Kviby;6;0;0;4;0;0;0;0;0;0;0;0
2001;213.1Z;Lakselva i Kviby;29;7;9;18;1;1;0;0;0;0;0;0
2002;213.1Z;Lakselva i Kviby;58;30;15;32;5;2;0;0;0;0;0;0
2003;213.1Z;Lakselva i Kviby;103;0;8;45;0;1;0;0;0;0;0;0
2004;213.1Z;Lakselva i Kviby;10;0;9;6;0;1;0;0;0;0;0;0
2005;213.1Z;Lakselva i Kviby;0;0;0;0;0;0;0;0;0;0;0;0
2006;213.1Z;Lakselva i Kviby;0;0;0;0;0;0;0;0;0;0;0;0
2007;213.1Z;Lakselva i Kviby;93;0;26;56;0;3;0;0;0;0;0;0
2008;213.1Z;Lakselva i Kviby;46;17;40;28;5;4;0;0;0;0;0;0
2009;213.1Z;Lakselva i Kviby;58;0;17;42;0;2;0;0;0;0;0;0
2010;213.1Z;Lakselva i Kviby;0;0;0;0;0;0;0;0;0;0;0;0
2011;213.1Z;Lakselva i Kviby;0;0;0;0;0;0;0;0;0;0;0;0
2012;213.1Z;Lakselva i Kviby;38;13;17;33;3;2;3;16;28;2;4;3
2013;213.1Z;Lakselva i Kviby;123;21;17;92;4;2;0;0;0;0;0;0
2014;213.1Z;Lakselva i Kviby;155;26;9;90;6;1;0;0;0;0;0;0
2015;213.1Z;Lakselva i Kviby;223;28;0;153;6;0;4;0;0;3;0;0
2016;213.1Z;Lakselva i Kviby;64;21;15;44;6;2;9;0;0;5;0;0
2017;213.1Z;Lakselva i Kviby;201;22;31;120;4;4;0;0;0;0;0;0
2018;213.1Z;Lakselva i Kviby;107;36;7;77;9;1;0;0;0;0;0;0
2019;213.1Z;Lakselva i Kviby;52;28;0;30;6;0;0;0;0;0;0;0
2020;213.1Z;Lakselva i Kviby;118;33;37;81;7;5;0;0;0;0;0;0
2021;213.1Z;Lakselva i Kviby;48;21;17;34;5;2;0;0;0;0;0;0
2022;213.1Z;Lakselva i Kviby;179;42;15;108;11;2;5;4;8;3;1;1
2023;213.1Z;Lakselva i Kviby;5;0;0;3;0;0;0;0;0;0;0;0
2024;213.1Z;Lakselva i Kviby;35;0;20;19;0;2;2;4;0;1;1;0
1993;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;213.2Z;Skillefjordelva;5;0;0;3;0;0;0;0;0;0;0;0
1995;213.2Z;Skillefjordelva;32;0;0;22;0;0;0;0;0;0;0;0
1996;213.2Z;Skillefjordelva;19;0;0;11;0;0;0;0;0;0;0;0
1997;213.2Z;Skillefjordelva;76;23;0;42;5;0;0;0;0;0;0;0
1998;213.2Z;Skillefjordelva;36;9;0;20;2;0;0;0;0;0;0;0
1999;213.2Z;Skillefjordelva;10;12;0;5;2;0;0;0;0;0;0;0
2000;213.2Z;Skillefjordelva;9;0;0;5;0;0;0;0;0;0;0;0
2001;213.2Z;Skillefjordelva;4;0;0;2;0;0;0;0;0;0;0;0
2002;213.2Z;Skillefjordelva;6;0;0;4;0;0;0;0;0;0;0;0
2003;213.2Z;Skillefjordelva;6;0;0;4;0;0;0;0;0;0;0;0
2004;213.2Z;Skillefjordelva;3;0;0;2;0;0;0;0;0;0;0;0
2005;213.2Z;Skillefjordelva;18;0;0;11;0;0;0;0;0;0;0;0
2006;213.2Z;Skillefjordelva;13;0;0;9;0;0;0;0;0;0;0;0
2007;213.2Z;Skillefjordelva;10;0;0;5;0;0;0;0;0;0;0;0
2008;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;213.2Z;Skillefjordelva;19;0;0;11;0;0;0;0;0;0;0;0
2016;213.2Z;Skillefjordelva;8;0;0;4;0;0;0;0;0;0;0;0
2017;213.2Z;Skillefjordelva;16;0;0;10;0;0;0;0;0;0;0;0
2018;213.2Z;Skillefjordelva;12;0;0;5;0;0;8;0;0;5;0;0
2019;213.2Z;Skillefjordelva;7;0;0;3;0;0;0;0;0;0;0;0
2020;213.2Z;Skillefjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;213.2Z;Skillefjordelva;5;0;0;2;0;0;0;0;0;0;0;0
2022;213.2Z;Skillefjordelva;5;0;0;3;0;0;0;0;0;0;0;0
2023;213.2Z;Skillefjordelva;6;0;0;3;0;0;0;0;0;0;0;0
2024;213.2Z;Skillefjordelva;2;0;0;1;0;0;0;0;0;0;0;0
1993;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;213.41Z;Store Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;213.42Z;Lille Lerresfjordelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;213.6Z;Kvalsundelva;8;0;0;4;0;0;0;0;0;0;0;0
1994;213.6Z;Kvalsundelva;5;0;0;4;0;0;0;0;0;0;0;0
1995;213.6Z;Kvalsundelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;213.6Z;Kvalsundelva;3;0;0;2;0;0;0;0;0;0;0;0
1997;213.6Z;Kvalsundelva;21;7;0;11;2;0;0;0;0;0;0;0
1998;213.6Z;Kvalsundelva;16;5;0;10;1;0;0;0;0;0;0;0
1999;213.6Z;Kvalsundelva;25;8;0;16;2;0;0;0;0;0;0;0
2000;213.6Z;Kvalsundelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;213.6Z;Kvalsundelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;213.6Z;Kvalsundelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;213.6Z;Kvalsundelva;121;15;0;58;4;0;0;0;0;0;0;0
2004;213.6Z;Kvalsundelva;110;20;0;50;5;0;0;0;0;0;0;0
2005;213.6Z;Kvalsundelva;100;30;0;56;9;0;0;0;0;0;0;0
2006;213.6Z;Kvalsundelva;77;12;18;43;4;2;0;0;0;0;0;0
2007;213.6Z;Kvalsundelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;213.6Z;Kvalsundelva;70;40;8;44;10;1;0;0;0;0;0;0
2009;213.6Z;Kvalsundelva;180;50;15;90;8;2;0;0;0;0;0;0
2010;213.6Z;Kvalsundelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;213.6Z;Kvalsundelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;213.6Z;Kvalsundelva;64;71;0;31;13;0;0;0;0;0;0;0
2013;213.6Z;Kvalsundelva;77;36;0;46;9;0;0;0;0;0;0;0
2014;213.6Z;Kvalsundelva;46;9;35;26;2;2;1;0;0;1;0;0
2015;213.6Z;Kvalsundelva;91;47;10;53;12;1;25;5;7;18;1;1
2016;213.6Z;Kvalsundelva;62;47;19;39;11;2;11;0;0;7;0;0
2017;213.6Z;Kvalsundelva;150;74;78;80;15;9;13;20;7;8;5;1
2018;213.6Z;Kvalsundelva;65;13;0;38;3;0;0;0;0;0;0;0
2019;213.6Z;Kvalsundelva;118;22;0;66;6;0;1;0;0;2;0;0
2020;213.6Z;Kvalsundelva;134;78;0;86;17;0;7;0;0;5;0;0
2021;213.6Z;Kvalsundelva;63;28;16;38;8;2;7;11;0;7;2;0
2022;213.6Z;Kvalsundelva;124;83;35;69;20;4;22;9;0;18;2;0
2023;213.6Z;Kvalsundelva;83;21;8;50;5;1;12;0;11;8;0;1
2024;213.6Z;Kvalsundelva;49;7;7;26;2;1;4;0;0;2;0;0
1993;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;213.91Z;Brennsvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;213.Z;Repparfjordelva m/Skaidijohka;1410;0;1152;864;0;163;0;0;0;0;0;0
1994;213.Z;Repparfjordelva m/Skaidijohka;924;242;550;560;44;61;0;0;0;0;0;0
1995;213.Z;Repparfjordelva m/Skaidijohka;4628;409;1350;2907;83;136;0;0;0;0;0;0
1996;213.Z;Repparfjordelva m/Skaidijohka;2670;593;910;1568;122;98;0;0;0;0;0;0
1997;213.Z;Repparfjordelva m/Skaidijohka;3268;724;849;2156;146;96;0;0;0;0;0;0
1998;213.Z;Repparfjordelva m/Skaidijohka;3315;841;603;2123;190;64;0;0;0;0;0;0
1999;213.Z;Repparfjordelva m/Skaidijohka;2617;612;754;1508;138;83;0;0;0;0;0;0
2000;213.Z;Repparfjordelva m/Skaidijohka;3841;1696;1069;2075;388;120;0;0;0;0;0;0
2001;213.Z;Repparfjordelva m/Skaidijohka;2207;2018;1757;1296;417;196;0;0;0;0;0;0
2002;213.Z;Repparfjordelva m/Skaidijohka;1763;1194;2027;1023;258;221;0;0;0;0;0;0
2003;213.Z;Repparfjordelva m/Skaidijohka;3601;979;1426;2080;218;156;0;0;0;0;0;0
2004;213.Z;Repparfjordelva m/Skaidijohka;2248;663;707;1346;161;77;0;0;0;0;0;0
2005;213.Z;Repparfjordelva m/Skaidijohka;3751;1321;1444;2424;297;155;0;0;0;0;0;0
2006;213.Z;Repparfjordelva m/Skaidijohka;5798;2179;1388;3538;520;153;0;0;0;0;0;0
2007;213.Z;Repparfjordelva m/Skaidijohka;3698;1768;1425;2288;417;161;0;0;0;0;0;0
2008;213.Z;Repparfjordelva m/Skaidijohka;4700;2323;2543;2807;534;278;0;0;0;0;0;0
2009;213.Z;Repparfjordelva m/Skaidijohka;3567;1884;1851;2248;432;205;126;110;140;75;25;16
2010;213.Z;Repparfjordelva m/Skaidijohka;4232;2904;2830;2436;669;308;188;210;348;107;48;35
2011;213.Z;Repparfjordelva m/Skaidijohka;3144;2227;2063;1992;492;234;131;112;265;85;24;28
2012;213.Z;Repparfjordelva m/Skaidijohka;2490;1741;1633;1433;392;179;142;144;239;87;34;25
2013;213.Z;Repparfjordelva m/Skaidijohka;2805;813;800;2052;179;88;367;210;221;264;45;24
2014;213.Z;Repparfjordelva m/Skaidijohka;4502;1379;864;2460;356;92;572;242;255;313;64;25
2015;213.Z;Repparfjordelva m/Skaidijohka;3926;1660;874;2537;368;105;480;293;231;311;67;25
2016;213.Z;Repparfjordelva m/Skaidijohka;2487;2327;935;1526;531;103;318;394;268;196;86;29
2017;213.Z;Repparfjordelva m/Skaidijohka;3662;1552;2262;2066;345;244;302;271;319;178;60;33
2018;213.Z;Repparfjordelva m/Skaidijohka;2544;1202;865;1644;259;95;336;183;234;205;39;25
2019;213.Z;Repparfjordelva m/Skaidijohka;2853;1789;1575;1611;447;173;322;328;369;191;83;39
2020;213.Z;Repparfjordelva m/Skaidijohka;2004;1356;1594;1330;282;184;221;151;468;148;33;51
2021;213.Z;Repparfjordelva m/Skaidijohka;3250;1106;1152;2119;267;122;500;322;432;323;75;45
2022;213.Z;Repparfjordelva m/Skaidijohka;2996;2092;1118;1715;483;128;1024;568;674;617;138;76
2023;213.Z;Repparfjordelva m/Skaidijohka;2395;1446;718;1312;336;84;1684;675;552;968;163;61
2024;213.Z;Repparfjordelva m/Skaidijohka;1657;1445;736;912;317;83;491;491;426;283;109;44
1993;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
1994;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
1995;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
1996;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
1997;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
1998;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
1999;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2000;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2001;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2002;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2003;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2004;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2005;217.4Z;Storvatnet;4;0;0;2;0;0;0;0;0;0;0;0
2006;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2007;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2008;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2009;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2010;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2011;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2012;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2013;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2014;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2015;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2016;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2017;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2018;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2019;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2020;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2021;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2022;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2023;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
2024;217.4Z;Storvatnet;0;0;0;0;0;0;0;0;0;0;0;0
1993;218.Z;Russelva m/Ravduljohka;210;0;113;115;0;15;0;0;0;0;0;0
1994;218.Z;Russelva m/Ravduljohka;94;24;41;50;5;5;0;0;0;0;0;0
1995;218.Z;Russelva m/Ravduljohka;351;24;0;158;7;0;0;0;0;0;0;0
1996;218.Z;Russelva m/Ravduljohka;345;0;7;175;0;1;0;0;0;0;0;0
1997;218.Z;Russelva m/Ravduljohka;306;0;0;170;0;0;0;0;0;0;0;0
1998;218.Z;Russelva m/Ravduljohka;92;0;0;49;0;0;0;0;0;0;0;0
1999;218.Z;Russelva m/Ravduljohka;51;61;20;35;17;2;0;0;0;0;0;0
2000;218.Z;Russelva m/Ravduljohka;93;73;7;54;15;1;0;0;0;0;0;0
2001;218.Z;Russelva m/Ravduljohka;257;57;40;105;11;4;0;0;0;0;0;0
2002;218.Z;Russelva m/Ravduljohka;71;26;22;32;5;2;0;0;0;0;0;0
2003;218.Z;Russelva m/Ravduljohka;107;22;17;52;4;2;0;0;0;0;0;0
2004;218.Z;Russelva m/Ravduljohka;72;11;8;40;2;1;0;0;0;0;0;0
2005;218.Z;Russelva m/Ravduljohka;102;17;10;74;4;1;0;0;0;0;0;0
2006;218.Z;Russelva m/Ravduljohka;326;120;33;185;28;4;0;0;0;0;0;0
2007;218.Z;Russelva m/Ravduljohka;122;33;24;68;8;3;0;0;0;0;0;0
2008;218.Z;Russelva m/Ravduljohka;126;22;40;77;5;4;0;0;0;0;0;0
2009;218.Z;Russelva m/Ravduljohka;105;10;15;71;3;2;0;0;0;0;0;0
2010;218.Z;Russelva m/Ravduljohka;79;19;0;48;5;0;0;0;0;0;0;0
2011;218.Z;Russelva m/Ravduljohka;91;17;0;57;4;0;0;0;0;0;0;0
2012;218.Z;Russelva m/Ravduljohka;179;50;44;101;13;5;0;0;0;0;0;0
2013;218.Z;Russelva m/Ravduljohka;95;22;34;63;6;4;0;15;0;0;4;0
2014;218.Z;Russelva m/Ravduljohka;94;46;7;54;12;1;4;26;0;2;6;0
2015;218.Z;Russelva m/Ravduljohka;133;53;24;83;13;3;15;0;0;8;0;0
2016;218.Z;Russelva m/Ravduljohka;152;90;81;102;21;8;8;8;0;5;2;0
2017;218.Z;Russelva m/Ravduljohka;246;144;242;134;32;26;9;21;21;5;5;2
2018;218.Z;Russelva m/Ravduljohka;74;43;10;43;10;1;0;0;10;0;0;1
2019;218.Z;Russelva m/Ravduljohka;313;132;50;186;35;5;0;0;0;0;0;0
2020;218.Z;Russelva m/Ravduljohka;242;210;80;160;48;9;0;0;0;0;0;0
2021;218.Z;Russelva m/Ravduljohka;100;57;32;60;14;3;5;0;8;3;0;1
2022;218.Z;Russelva m/Ravduljohka;188;90;25;105;22;3;9;0;0;5;0;0
2023;218.Z;Russelva m/Ravduljohka;110;45;0;57;12;0;1;3;0;1;1;0
2024;218.Z;Russelva m/Ravduljohka;158;87;18;87;20;2;14;14;0;7;3;0
1993;220.1Z;Snefjordvassdraget (Måsøy);0;0;0;0;0;0;0;0;0;0;0;0
1994;220.1Z;Snefjordvassdraget (Måsøy);4;8;0;3;2;0;0;0;0;0;0;0
1995;220.1Z;Snefjordvassdraget (Måsøy);4;6;0;3;1;0;0;0;0;0;0;0
1996;220.1Z;Snefjordvassdraget (Måsøy);3;0;0;2;0;0;0;0;0;0;0;0
1997;220.1Z;Snefjordvassdraget (Måsøy);5;0;0;7;0;0;0;0;0;0;0;0
1998;220.1Z;Snefjordvassdraget (Måsøy);2;0;0;1;0;0;0;0;0;0;0;0
1999;220.1Z;Snefjordvassdraget (Måsøy);9;8;0;4;2;0;0;0;0;0;0;0
2000;220.1Z;Snefjordvassdraget (Måsøy);2;0;0;1;0;0;0;0;0;0;0;0
2001;220.1Z;Snefjordvassdraget (Måsøy);16;6;9;7;1;1;0;0;0;0;0;0
2002;220.1Z;Snefjordvassdraget (Måsøy);4;46;0;2;8;0;0;0;0;0;0;0
2003;220.1Z;Snefjordvassdraget (Måsøy);8;0;0;4;0;0;0;0;0;0;0;0
2004;220.1Z;Snefjordvassdraget (Måsøy);2;0;0;1;0;0;0;0;0;0;0;0
2005;220.1Z;Snefjordvassdraget (Måsøy);8;6;29;3;1;4;0;0;0;0;0;0
2006;220.1Z;Snefjordvassdraget (Måsøy);7;3;8;4;1;1;0;0;0;0;0;0
2007;220.1Z;Snefjordvassdraget (Måsøy);3;16;28;1;3;3;0;0;0;0;0;0
2008;220.1Z;Snefjordvassdraget (Måsøy);12;0;0;6;0;0;0;0;0;0;0;0
2009;220.1Z;Snefjordvassdraget (Måsøy);0;0;0;0;0;0;0;0;0;0;0;0
2010;220.1Z;Snefjordvassdraget (Måsøy);3;0;0;2;0;0;0;0;0;0;0;0
