Aar;VdrNr;Vassdrag;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg
2016;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
2017;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
2018;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
2019;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
2020;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
2021;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
2022;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
2023;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
2024;008.2Z;Neselva i Asker;0;0;0;0;0;0;0;0;0;0;0;0
1993;008.Z;Sandvikselva;110;14;0;63;4;0;0;0;0;0;0;0
1994;008.Z;Sandvikselva;288;360;23;136;74;3;0;0;0;0;0;0
1995;008.Z;Sandvikselva;199;58;0;102;14;0;0;0;0;0;0;0
1996;008.Z;Sandvikselva;54;53;0;29;11;0;0;0;0;0;0;0
1997;008.Z;Sandvikselva;46;47;16;27;9;2;0;0;0;0;0;0
1998;008.Z;Sandvikselva;46;31;23;32;7;3;0;0;0;0;0;0
1999;008.Z;Sandvikselva;54;13;0;30;3;0;0;0;0;0;0;0
2000;008.Z;Sandvikselva;63;15;7;32;4;1;0;0;0;0;0;0
2001;008.Z;Sandvikselva;23;29;0;12;8;0;0;0;0;0;0;0
2002;008.Z;Sandvikselva;17;16;0;10;4;0;0;0;0;0;0;0
2003;008.Z;Sandvikselva;51;16;0;27;4;0;0;0;0;0;0;0
2004;008.Z;Sandvikselva;34;38;7;20;9;1;0;0;0;0;0;0
2005;008.Z;Sandvikselva;13;0;0;7;0;0;0;0;0;0;0;0
2006;008.Z;Sandvikselva;79;11;0;44;3;0;0;0;0;0;0;0
2007;008.Z;Sandvikselva;28;94;7;17;22;1;0;0;0;0;0;0
2008;008.Z;Sandvikselva;91;91;9;51;23;1;0;0;0;0;0;0
2009;008.Z;Sandvikselva;92;131;0;47;32;0;0;11;0;0;3;0
2010;008.Z;Sandvikselva;141;239;8;70;60;1;25;28;0;14;7;0
2011;008.Z;Sandvikselva;93;216;0;50;44;0;33;62;15;19;14;2
2012;008.Z;Sandvikselva;106;105;0;56;26;0;24;32;9;16;8;1
2013;008.Z;Sandvikselva;86;64;15;44;17;2;48;71;22;26;17;2
2014;008.Z;Sandvikselva;8;25;0;4;6;0;11;14;0;6;3;0
2015;008.Z;Sandvikselva;250;123;0;127;27;0;119;206;18;60;45;2
2016;008.Z;Sandvikselva;101;62;18;59;14;2;7;7;0;5;2;0
2017;008.Z;Sandvikselva;297;208;38;152;48;5;98;199;39;49;44;5
2018;008.Z;Sandvikselva;140;304;29;72;70;4;63;251;40;28;51;5
2019;008.Z;Sandvikselva;92;129;24;51;32;3;12;34;0;6;7;0
2020;008.Z;Sandvikselva;165;115;0;100;26;0;0;0;0;0;0;0
2021;008.Z;Sandvikselva;40;4;0;25;1;0;5;0;0;3;0;0
2022;008.Z;Sandvikselva;8;17;0;11;4;0;0;0;0;0;0;0
2023;008.Z;Sandvikselva;93;170;16;51;40;2;20;7;0;12;1;0
2024;008.Z;Sandvikselva;102;89;0;54;20;0;41;36;0;23;9;0
1993;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;009.1Z;Askerelva;5;0;0;3;0;0;0;0;0;0;0;0
1995;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;009.1Z;Askerelva;3;0;0;1;0;0;0;0;0;0;0;0
1997;009.1Z;Askerelva;1;3;0;1;1;0;0;0;0;0;0;0
1998;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;009.1Z;Askerelva;7;0;0;5;0;0;0;0;0;0;0;0
2007;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;009.1Z;Askerelva;2;0;0;2;0;0;0;0;0;0;0;0
2009;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;009.1Z;Askerelva;12;11;0;9;3;0;0;0;0;0;0;0
2012;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;009.1Z;Askerelva;1;5;0;1;1;0;0;0;0;0;0;0
2014;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;009.1Z;Askerelva;59;0;0;35;0;0;24;4;0;13;1;0
2016;009.1Z;Askerelva;4;0;0;3;0;0;2;0;0;3;0;0
2017;009.1Z;Askerelva;24;0;0;15;0;0;8;12;0;3;3;0
2018;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;009.1Z;Askerelva;7;19;0;5;5;0;3;0;0;2;0;0
2020;009.1Z;Askerelva;11;0;0;6;0;0;2;0;0;2;0;0
2021;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;009.1Z;Askerelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;009.Z;Åroselva;7;0;0;4;0;0;0;0;0;0;0;0
1994;009.Z;Åroselva;89;119;10;46;25;1;0;0;0;0;0;0
1995;009.Z;Åroselva;109;182;60;50;34;7;0;0;0;0;0;0
1996;009.Z;Åroselva;32;42;15;16;8;2;0;0;0;0;0;0
1997;009.Z;Åroselva;45;66;10;23;15;1;0;0;0;0;0;0
1998;009.Z;Åroselva;79;117;17;41;27;2;0;0;0;0;0;0
1999;009.Z;Åroselva;54;86;34;32;18;4;0;0;0;0;0;0
2000;009.Z;Åroselva;0;0;0;0;0;0;0;0;0;0;0;0
2001;009.Z;Åroselva;77;88;29;35;19;4;0;0;0;0;0;0
2002;009.Z;Åroselva;37;3;9;18;1;1;0;0;0;0;0;0
2003;009.Z;Åroselva;50;11;11;31;2;1;0;0;0;0;0;0
2004;009.Z;Åroselva;21;122;28;10;25;3;0;0;0;0;0;0
2005;009.Z;Åroselva;40;0;0;21;0;0;0;0;0;0;0;0
2006;009.Z;Åroselva;27;32;11;9;7;1;0;0;0;0;0;0
2007;009.Z;Åroselva;0;0;8;0;0;1;0;0;0;0;0;0
2008;009.Z;Åroselva;9;29;0;5;8;0;0;0;0;0;0;0
2009;009.Z;Åroselva;5;28;0;4;7;0;0;0;0;0;0;0
2010;009.Z;Åroselva;27;100;15;19;21;2;0;0;0;0;0;0
2011;009.Z;Åroselva;0;0;0;0;0;0;0;0;0;0;0;0
2012;009.Z;Åroselva;0;0;0;0;0;0;0;0;0;0;0;0
2013;009.Z;Åroselva;5;45;0;3;10;0;0;6;0;0;1;0
2014;009.Z;Åroselva;1;9;0;1;3;0;2;0;0;1;0;0
2015;009.Z;Åroselva;175;71;10;95;16;1;0;10;10;0;2;1
2016;009.Z;Åroselva;16;111;14;12;24;2;0;25;24;0;4;3
2017;009.Z;Åroselva;60;83;18;35;21;2;0;0;0;0;0;0
2018;009.Z;Åroselva;34;53;0;18;12;0;5;0;0;3;0;0
2019;009.Z;Åroselva;44;248;57;29;56;7;2;0;8;2;0;1
2020;009.Z;Åroselva;57;104;42;36;25;5;7;0;0;7;0;0
2021;009.Z;Åroselva;12;17;7;7;4;1;0;0;0;0;0;0
2022;009.Z;Åroselva;0;0;0;0;0;0;0;0;0;0;0;0
2023;009.Z;Åroselva;50;241;23;28;57;3;3;0;0;2;0;0
2024;009.Z;Åroselva;44;70;7;24;17;1;0;0;0;0;0;0
1993;011.Z;Lierelva;418;188;40;234;36;5;0;0;0;0;0;0
1994;011.Z;Lierelva;323;188;74;152;44;10;0;0;0;0;0;0
1995;011.Z;Lierelva;268;133;16;145;31;2;0;0;0;0;0;0
1996;011.Z;Lierelva;150;112;22;78;20;3;0;0;0;0;0;0
1997;011.Z;Lierelva;140;69;0;70;16;0;0;0;0;0;0;0
1998;011.Z;Lierelva;120;97;0;71;23;0;0;0;0;0;0;0
1999;011.Z;Lierelva;90;50;23;54;12;3;0;0;0;0;0;0
2000;011.Z;Lierelva;139;88;8;72;24;1;0;0;0;0;0;0
2001;011.Z;Lierelva;137;95;26;71;25;3;0;0;0;0;0;0
2002;011.Z;Lierelva;83;58;7;51;13;1;0;0;0;0;0;0
2003;011.Z;Lierelva;67;8;0;41;2;0;0;0;0;0;0;0
2004;011.Z;Lierelva;70;33;0;35;7;0;0;0;0;0;0;0
2005;011.Z;Lierelva;160;7;10;76;2;1;0;0;0;0;0;0
2006;011.Z;Lierelva;246;190;17;158;41;2;0;0;0;0;0;0
2007;011.Z;Lierelva;92;79;0;53;16;0;0;0;0;0;0;0
2008;011.Z;Lierelva;321;199;24;185;44;3;0;0;0;0;0;0
2009;011.Z;Lierelva;177;327;48;99;78;6;0;0;0;0;0;0
2010;011.Z;Lierelva;195;254;33;122;62;4;0;0;0;0;0;0
2011;011.Z;Lierelva;229;430;42;123;99;6;0;0;0;0;0;0
2012;011.Z;Lierelva;251;246;38;150;61;5;0;0;0;0;0;0
2013;011.Z;Lierelva;715;538;50;394;131;7;0;0;0;0;0;0
2014;011.Z;Lierelva;187;293;7;107;70;1;0;0;0;0;0;0
2015;011.Z;Lierelva;531;599;162;249;132;21;0;0;0;0;0;0
2016;011.Z;Lierelva;416;229;71;234;54;9;0;0;0;0;0;0
2017;011.Z;Lierelva;426;475;91;212;115;11;0;0;0;0;0;0
2018;011.Z;Lierelva;311;628;38;157;158;5;0;0;0;0;0;0
2019;011.Z;Lierelva;54;363;76;35;78;9;0;0;0;0;0;0
2020;011.Z;Lierelva;499;242;126;301;54;15;0;0;0;0;0;0
2021;011.Z;Lierelva;362;355;41;201;84;5;0;0;0;0;0;0
2022;011.Z;Lierelva;98;160;7;51;36;1;0;0;0;0;0;0
2023;011.Z;Lierelva;467;386;81;252;87;11;0;0;0;0;0;0
2024;011.Z;Lierelva;206;565;84;103;134;12;0;0;0;0;0;0
1993;012.Z;Drammenselva;1797;1399;3910;894;280;342;0;0;0;0;0;0
1994;012.Z;Drammenselva;2268;2574;2579;862;539;325;0;0;0;0;0;0
1995;012.Z;Drammenselva;2775;2276;2397;1094;473;296;0;0;0;0;0;0
1996;012.Z;Drammenselva;1431;3777;3194;685;697;355;0;0;0;0;0;0
1997;012.Z;Drammenselva;1651;2008;1987;798;379;206;0;0;0;0;0;0
1998;012.Z;Drammenselva;1224;2798;2342;718;514;259;0;0;0;0;0;0
1999;012.Z;Drammenselva;2681;1692;1502;1327;318;154;0;0;0;0;0;0
2000;012.Z;Drammenselva;2505;3448;2687;1171;673;302;0;0;0;0;0;0
2001;012.Z;Drammenselva;2066;4819;3427;981;936;355;0;0;0;0;0;0
2002;012.Z;Drammenselva;2977;3829;3301;1534;719;379;0;0;0;0;0;0
2003;012.Z;Drammenselva;2406;8156;5191;1175;1603;594;0;0;0;0;0;0
2004;012.Z;Drammenselva;1242;5128;7163;632;939;805;0;0;0;0;0;0
2005;012.Z;Drammenselva;1059;3321;5364;541;635;550;0;0;0;0;0;0
2006;012.Z;Drammenselva;1397;3474;3129;821;693;330;0;0;0;0;0;0
2007;012.Z;Drammenselva;424;3639;3069;242;705;335;0;0;0;0;0;0
2008;012.Z;Drammenselva;542;3842;4896;302;811;516;0;0;0;0;0;0
2009;012.Z;Drammenselva;616;2972;5402;313;633;583;22;232;176;10;45;19
2010;012.Z;Drammenselva;1384;5101;5478;742;1114;621;0;0;0;0;0;0
2011;012.Z;Drammenselva;723;10115;6814;347;1933;784;18;530;181;9;104;20
2012;012.Z;Drammenselva;825;2590;9253;407;509;965;12;176;378;6;36;43
2013;012.Z;Drammenselva;909;3518;3386;530;720;364;16;293;259;10;61;28
2014;012.Z;Drammenselva;992;2287;2249;530;501;244;15;249;130;10;52;16
2015;012.Z;Drammenselva;615;4435;4707;305;878;535;8;187;112;4;37;15
2016;012.Z;Drammenselva;463;2847;4551;267;530;503;0;0;0;0;0;0
2017;012.Z;Drammenselva;907;3440;4910;442;678;509;21;219;221;11;46;25
2018;012.Z;Drammenselva;2327;6406;5432;1097;1312;609;7;206;215;4;40;27
2019;012.Z;Drammenselva;261;4930;5282;151;952;533;0;0;0;0;0;0
2020;012.Z;Drammenselva;1093;3599;6349;662;757;651;0;0;0;0;0;0
2021;012.Z;Drammenselva;816;1586;1517;445;367;192;0;0;0;0;0;0
2022;012.Z;Drammenselva;353;2605;2310;172;515;249;0;0;0;0;0;0
2023;012.Z;Drammenselva;208;2160;3175;108;416;345;0;7;0;0;1;0
2024;012.Z;Drammenselva;123;650;753;64;131;80;0;5;0;0;1;0
1993;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1994;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1995;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1996;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1997;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1998;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1999;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2000;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2001;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2002;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2003;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2004;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2005;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2006;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2007;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2008;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2009;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2010;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2011;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2012;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2013;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2014;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2015;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2016;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2017;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2018;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2019;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2020;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2021;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2022;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2023;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
2024;013.1Z;Selvikelva;0;0;0;0;0;0;0;0;0;0;0;0
1993;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;013.Z;Sandevassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
1994;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
1995;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
1996;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
1997;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
1998;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
1999;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2000;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2001;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2002;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2003;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2004;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2005;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2006;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2007;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2008;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2009;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2010;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2011;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2012;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2013;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2014;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2015;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2016;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2017;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2018;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2019;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2020;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2021;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2022;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2023;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
2024;014.Z;Aulielva;0;0;0;0;0;0;0;0;0;0;0;0
1993;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
1994;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
1995;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
1996;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
1997;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
1998;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
1999;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2000;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2001;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2002;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2003;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2004;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2005;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2006;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2007;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2008;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2009;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2010;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2011;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2012;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2013;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2014;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2015;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2016;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2017;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2018;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2019;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2020;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2021;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2022;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2023;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
2024;014.ZY2;Merkedamselva;0;0;0;0;0;0;0;0;0;0;0;0
1993;015.Z;Numedalslågen;4679;11564;4117;2231;2296;468;0;0;0;0;0;0
1994;015.Z;Numedalslågen;4297;9857;5994;2387;2143;631;0;0;0;0;0;0
1995;015.Z;Numedalslågen;5781;10203;4209;2697;2081;484;0;0;0;0;0;0
1996;015.Z;Numedalslågen;3047;10038;4057;1464;1934;474;0;0;0;0;0;0
1997;015.Z;Numedalslågen;4300;4360;2372;2109;891;268;0;0;0;0;0;0
1998;015.Z;Numedalslågen;2645;9535;2230;1438;1932;262;0;0;0;0;0;0
1999;015.Z;Numedalslågen;2447;4474;1925;1255;904;218;0;0;0;0;0;0
2000;015.Z;Numedalslågen;5501;7230;2308;2508;1567;278;0;0;0;0;0;0
2001;015.Z;Numedalslågen;6470;11444;3496;2893;2365;425;0;0;0;0;0;0
2002;015.Z;Numedalslågen;8327;11356;4355;4212;2256;519;0;0;0;0;0;0
2003;015.Z;Numedalslågen;2995;11970;4024;1446;2398;470;0;0;0;0;0;0
2004;015.Z;Numedalslågen;2679;8369;4261;1349;1655;487;0;0;0;0;0;0
2005;015.Z;Numedalslågen;1708;6645;3502;889;1327;398;0;0;0;0;0;0
2006;015.Z;Numedalslågen;2095;5667;1816;1213;1191;205;0;0;0;0;0;0
2007;015.Z;Numedalslågen;774;7239;2342;418;1494;272;0;0;0;0;0;0
2008;015.Z;Numedalslågen;888;6113;4437;480;1325;502;0;0;0;0;0;0
2009;015.Z;Numedalslågen;711;4291;3058;370;954;340;6;46;88;3;9;10
2010;015.Z;Numedalslågen;1337;3553;2839;783;764;332;89;288;167;43;63;21
2011;015.Z;Numedalslågen;1445;10754;2477;725;2204;296;17;89;53;9;19;7
2012;015.Z;Numedalslågen;1243;9173;7588;633;1894;869;34;190;70;19;39;9
2013;015.Z;Numedalslågen;1281;6406;3761;743;1325;431;34;106;55;21;23;7
2014;015.Z;Numedalslågen;1200;5233;2891;617;1151;327;30;108;131;16;24;17
2015;015.Z;Numedalslågen;2680;9540;4045;1480;1950;477;44;199;126;27;42;15
2016;015.Z;Numedalslågen;1956;12091;7122;1242;2378;826;90;387;287;57;78;35
2017;015.Z;Numedalslågen;3297;14474;7747;1686;2921;875;113;548;380;59;116;49
2018;015.Z;Numedalslågen;1177;7564;4282;572;1457;500;18;94;15;8;20;2
2019;015.Z;Numedalslågen;1701;11699;6709;1076;2305;769;35;135;152;24;26;16
2020;015.Z;Numedalslågen;2632;9791;5009;1460;2017;568;78;156;74;42;35;8
2021;015.Z;Numedalslågen;2759;7741;3850;1422;1565;433;25;97;49;14;20;6
2022;015.Z;Numedalslågen;2308;7735;3952;1196;1575;452;70;240;142;39;49;18
2023;015.Z;Numedalslågen;1554;10199;5015;873;2036;581;16;77;23;12;13;3
2024;015.Z;Numedalslågen;1304;3459;1851;675;694;217;84;189;70;46;40;9
1993;016.4Z;Herrevassdraget (Bamble);0;0;0;0;0;0;0;0;0;0;0;0
1994;016.4Z;Herrevassdraget (Bamble);36;14;0;18;3;0;0;0;0;0;0;0
1995;016.4Z;Herrevassdraget (Bamble);81;139;17;42;31;2;0;0;0;0;0;0
1996;016.4Z;Herrevassdraget (Bamble);0;0;0;0;0;0;0;0;0;0;0;0
1997;016.4Z;Herrevassdraget (Bamble);12;4;0;7;1;0;0;0;0;0;0;0
1998;016.4Z;Herrevassdraget (Bamble);48;17;0;28;4;0;0;0;0;0;0;0
1999;016.4Z;Herrevassdraget (Bamble);31;13;8;20;3;1;0;0;0;0;0;0
2000;016.4Z;Herrevassdraget (Bamble);60;50;0;30;10;0;0;0;0;0;0;0
2001;016.4Z;Herrevassdraget (Bamble);15;0;0;10;0;0;0;0;0;0;0;0
2002;016.4Z;Herrevassdraget (Bamble);0;9;0;0;3;0;0;0;0;0;0;0
2003;016.4Z;Herrevassdraget (Bamble);27;52;64;21;11;8;0;0;0;0;0;0
2004;016.4Z;Herrevassdraget (Bamble);30;118;135;23;27;16;0;0;0;0;0;0
